year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit,age,profit,new_year
2016,N,Administrative and Support Services,f_50-99,Salaries and wages paid,286,DOLLARS(millions),8,286286286286286,4032
2016,N,Administrative and Support Services,f_50-99,"Sales, government funding, grants and subsidies",674,DOLLARS(millions),8,674674674674674,4032
2016,N,Administrative and Support Services,f_50-99,Total income,721,DOLLARS(millions),8,721721721721721,4032
2016,N,Administrative and Support Services,f_50-99,Total expenditure,643,DOLLARS(millions),8,643643643643643,4032
2016,N,Administrative and Support Services,f_50-99,Operating profit before tax,82,DOLLARS(millions),8,8282828282,4032
2016,N,Administrative and Support Services,f_50-99,Total assets,969,DOLLARS(millions),8,969969969969969,4032
2016,N,Administrative and Support Services,f_50-99,Fixed tangible assets,162,DOLLARS(millions),8,162162162162162,4032
2016,N,Administrative and Support Services,g_100-199,Activity unit,84,COUNT,8,8484848484,4032
2016,N,Administrative and Support Services,g_100-199,Rolling mean employees,11910,COUNT,8,1191011910119101191011910,4032
2016,N,Administrative and Support Services,g_100-199,Salaries and wages paid,364,DOLLARS(millions),8,364364364364364,4032
2016,N,Administrative and Support Services,g_100-199,"Sales, government funding, grants and subsidies",790,DOLLARS(millions),8,790790790790790,4032
2016,N,Administrative and Support Services,g_100-199,Total income,806,DOLLARS(millions),8,806806806806806,4032
2016,N,Administrative and Support Services,g_100-199,Total expenditure,785,DOLLARS(millions),8,785785785785785,4032
2016,N,Administrative and Support Services,g_100-199,Operating profit before tax,44,DOLLARS(millions),8,4444444444,4032
2016,N,Administrative and Support Services,g_100-199,Total assets,474,DOLLARS(millions),8,474474474474474,4032
2016,N,Administrative and Support Services,g_100-199,Fixed tangible assets,82,DOLLARS(millions),8,8282828282,4032
2016,N,Administrative and Support Services,h_200+,Activity unit,81,COUNT,8,8181818181,4032
2016,N,Administrative and Support Services,h_200+,Rolling mean employees,53727,COUNT,8,5372753727537275372753727,4032
2016,N,Administrative and Support Services,h_200+,Salaries and wages paid,1454,DOLLARS(millions),8,14541454145414541454,4032
2016,N,Administrative and Support Services,h_200+,"Sales, government funding, grants and subsidies",2982,DOLLARS(millions),8,29822982298229822982,4032
2016,N,Administrative and Support Services,h_200+,Total income,3020,DOLLARS(millions),8,30203020302030203020,4032
2016,N,Administrative and Support Services,h_200+,Total expenditure,2950,DOLLARS(millions),8,29502950295029502950,4032
2016,N,Administrative and Support Services,h_200+,Operating profit before tax,179,DOLLARS(millions),8,179179179179179,4032
2016,N,Administrative and Support Services,h_200+,Total assets,1624,DOLLARS(millions),8,16241624162416241624,4032
2016,N,Administrative and Support Services,h_200+,Fixed tangible assets,432,DOLLARS(millions),8,432432432432432,4032
2016,N,Administrative and Support Services,i_Industry_Total,Activity unit,16866,COUNT,8,1686616866168661686616866,4032
2016,N,Administrative and Support Services,i_Industry_Total,Rolling mean employees,104544,COUNT,8,104544104544104544104544104544,4032
2016,N,Administrative and Support Services,i_Industry_Total,Salaries and wages paid,3608,DOLLARS(millions),8,36083608360836083608,4032
2016,N,Administrative and Support Services,i_Industry_Total,"Sales, government funding, grants and subsidies",9728,DOLLARS(millions),8,97289728972897289728,4032
2016,N,Administrative and Support Services,i_Industry_Total,Total income,10036,DOLLARS(millions),8,1003610036100361003610036,4032
2016,N,Administrative and Support Services,i_Industry_Total,Total expenditure,9284,DOLLARS(millions),8,92849284928492849284,4032
2016,N,Administrative and Support Services,i_Industry_Total,Operating profit before tax,922,DOLLARS(millions),8,922922922922922,4032
2016,N,Administrative and Support Services,i_Industry_Total,Total assets,8313,DOLLARS(millions),8,83138313831383138313,4032
2016,N,Administrative and Support Services,i_Industry_Total,Fixed tangible assets,2324,DOLLARS(millions),8,23242324232423242324,4032
2016,O,Public Administration and Safety,a_0,Activity unit,486,COUNT,8,486486486486486,4032
2016,O,Public Administration and Safety,a_0,Rolling mean employees,0,COUNT,8,00000,4032
2016,O,Public Administration and Safety,a_0,Salaries and wages paid,20,DOLLARS(millions),8,2020202020,4032
2016,O,Public Administration and Safety,a_0,"Sales, government funding, grants and subsidies",130,DOLLARS(millions),8,130130130130130,4032
2016,O,Public Administration and Safety,a_0,Total income,131,DOLLARS(millions),8,131131131131131,4032
2016,O,Public Administration and Safety,a_0,Total expenditure,116,DOLLARS(millions),8,116116116116116,4032
2016,O,Public Administration and Safety,a_0,Operating profit before tax,16,DOLLARS(millions),8,1616161616,4032
2016,O,Public Administration and Safety,a_0,Total assets,C,DOLLARS(millions),8,CCCCC,4032
2016,O,Public Administration and Safety,a_0,Fixed tangible assets,25,DOLLARS(millions),8,2525252525,4032
2016,O,Public Administration and Safety,b_1-5,Activity unit,303,COUNT,8,303303303303303,4032
2016,O,Public Administration and Safety,b_1-5,Rolling mean employees,672,COUNT,8,672672672672672,4032
2016,O,Public Administration and Safety,b_1-5,Salaries and wages paid,35,DOLLARS(millions),8,3535353535,4032
2016,O,Public Administration and Safety,b_1-5,"Sales, government funding, grants and subsidies",99,DOLLARS(millions),8,9999999999,4032
2016,O,Public Administration and Safety,b_1-5,Total income,99,DOLLARS(millions),8,9999999999,4032
2016,O,Public Administration and Safety,b_1-5,Total expenditure,92,DOLLARS(millions),8,9292929292,4032
2016,O,Public Administration and Safety,b_1-5,Operating profit before tax,7,DOLLARS(millions),8,77777,4032
2016,O,Public Administration and Safety,b_1-5,Total assets,52,DOLLARS(millions),8,5252525252,4032
2016,O,Public Administration and Safety,b_1-5,Fixed tangible assets,10,DOLLARS(millions),8,1010101010,4032
2016,O,Public Administration and Safety,c_6-9,Activity unit,78,COUNT,8,7878787878,4032
2016,O,Public Administration and Safety,c_6-9,Rolling mean employees,552,COUNT,8,552552552552552,4032
2016,O,Public Administration and Safety,c_6-9,Salaries and wages paid,24,DOLLARS(millions),8,2424242424,4032
2016,O,Public Administration and Safety,c_6-9,"Sales, government funding, grants and subsidies",56,DOLLARS(millions),8,5656565656,4032
2016,O,Public Administration and Safety,c_6-9,Total income,56,DOLLARS(millions),8,5656565656,4032
2016,O,Public Administration and Safety,c_6-9,Total expenditure,51,DOLLARS(millions),8,5151515151,4032
2016,O,Public Administration and Safety,c_6-9,Operating profit before tax,5,DOLLARS(millions),8,55555,4032
2016,O,Public Administration and Safety,c_6-9,Total assets,27,DOLLARS(millions),8,2727272727,4032
2016,O,Public Administration and Safety,c_6-9,Fixed tangible assets,5,DOLLARS(millions),8,55555,4032
2016,O,Public Administration and Safety,d_10-19,Activity unit,63,COUNT,8,6363636363,4032
2016,O,Public Administration and Safety,d_10-19,Rolling mean employees,849,COUNT,8,849849849849849,4032
2016,O,Public Administration and Safety,d_10-19,Salaries and wages paid,29,DOLLARS(millions),8,2929292929,4032
2016,O,Public Administration and Safety,d_10-19,"Sales, government funding, grants and subsidies",68,DOLLARS(millions),8,6868686868,4032
2016,O,Public Administration and Safety,d_10-19,Total income,68,DOLLARS(millions),8,6868686868,4032
2016,O,Public Administration and Safety,d_10-19,Total expenditure,61,DOLLARS(millions),8,6161616161,4032
2016,O,Public Administration and Safety,d_10-19,Operating profit before tax,C,DOLLARS(millions),8,CCCCC,4032
2016,O,Public Administration and Safety,d_10-19,Total assets,C,DOLLARS(millions),8,CCCCC,4032
2016,O,Public Administration and Safety,d_10-19,Fixed tangible assets,7,DOLLARS(millions),8,77777,4032
2016,O,Public Administration and Safety,e_20-49,Activity unit,48,COUNT,8,4848484848,4032
2016,O,Public Administration and Safety,e_20-49,Rolling mean employees,1527,COUNT,8,15271527152715271527,4032
2016,O,Public Administration and Safety,e_20-49,Salaries and wages paid,51,DOLLARS(millions),8,5151515151,4032
2016,O,Public Administration and Safety,e_20-49,"Sales, government funding, grants and subsidies",117,DOLLARS(millions),8,117117117117117,4032
2016,O,Public Administration and Safety,e_20-49,Total income,123,DOLLARS(millions),8,123123123123123,4032
2016,O,Public Administration and Safety,e_20-49,Total expenditure,114,DOLLARS(millions),8,114114114114114,4032
2016,O,Public Administration and Safety,e_20-49,Operating profit before tax,9,DOLLARS(millions),8,99999,4032
2016,O,Public Administration and Safety,e_20-49,Total assets,62,DOLLARS(millions),8,6262626262,4032
2016,O,Public Administration and Safety,e_20-49,Fixed tangible assets,13,DOLLARS(millions),8,1313131313,4032
2016,O,Public Administration and Safety,f_50-99,Activity unit,9,COUNT,8,99999,4032
2016,O,Public Administration and Safety,f_50-99,Rolling mean employees,636,COUNT,8,636636636636636,4032
2016,O,Public Administration and Safety,f_50-99,Salaries and wages paid,25,DOLLARS(millions),8,2525252525,4032
2016,O,Public Administration and Safety,f_50-99,"Sales, government funding, grants and subsidies",43,DOLLARS(millions),8,4343434343,4032
2016,O,Public Administration and Safety,f_50-99,Total income,43,DOLLARS(millions),8,4343434343,4032
2016,O,Public Administration and Safety,f_50-99,Total expenditure,43,DOLLARS(millions),8,4343434343,4032
2016,O,Public Administration and Safety,f_50-99,Operating profit before tax,-1,DOLLARS(millions),8,-1-1-1-1-1,4032
2016,O,Public Administration and Safety,f_50-99,Total assets,42,DOLLARS(millions),8,4242424242,4032
2016,O,Public Administration and Safety,f_50-99,Fixed tangible assets,7,DOLLARS(millions),8,77777,4032
2016,O,Public Administration and Safety,g_100-199,Activity unit,6,COUNT,8,66666,4032
2016,O,Public Administration and Safety,g_100-199,Rolling mean employees,726,COUNT,8,726726726726726,4032
2016,O,Public Administration and Safety,g_100-199,Salaries and wages paid,34,DOLLARS(millions),8,3434343434,4032
2016,O,Public Administration and Safety,g_100-199,"Sales, government funding, grants and subsidies",55,DOLLARS(millions),8,5555555555,4032
2016,O,Public Administration and Safety,g_100-199,Total income,56,DOLLARS(millions),8,5656565656,4032
2016,O,Public Administration and Safety,g_100-199,Total expenditure,52,DOLLARS(millions),8,5252525252,4032
2016,O,Public Administration and Safety,g_100-199,Operating profit before tax,3,DOLLARS(millions),8,33333,4032
2016,O,Public Administration and Safety,g_100-199,Total assets,43,DOLLARS(millions),8,4343434343,4032
2016,O,Public Administration and Safety,g_100-199,Fixed tangible assets,4,DOLLARS(millions),8,44444,4032
2016,O,Public Administration and Safety,h_200+,Activity unit,15,COUNT,8,1515151515,4032
2016,O,Public Administration and Safety,h_200+,Rolling mean employees,9915,COUNT,8,99159915991599159915,4032
2016,O,Public Administration and Safety,h_200+,Salaries and wages paid,379,DOLLARS(millions),8,379379379379379,4032
2016,O,Public Administration and Safety,h_200+,"Sales, government funding, grants and subsidies",681,DOLLARS(millions),8,681681681681681,4032
2016,O,Public Administration and Safety,h_200+,Total income,695,DOLLARS(millions),8,695695695695695,4032
2016,O,Public Administration and Safety,h_200+,Total expenditure,662,DOLLARS(millions),8,662662662662662,4032
2016,O,Public Administration and Safety,h_200+,Operating profit before tax,23,DOLLARS(millions),8,2323232323,4032
2016,O,Public Administration and Safety,h_200+,Total assets,611,DOLLARS(millions),8,611611611611611,4032
2016,O,Public Administration and Safety,h_200+,Fixed tangible assets,86,DOLLARS(millions),8,8686868686,4032
2016,O,Public Administration and Safety,i_Industry_Total,Activity unit,1005,COUNT,8,10051005100510051005,4032
2016,O,Public Administration and Safety,i_Industry_Total,Rolling mean employees,14877,COUNT,8,1487714877148771487714877,4032
2016,O,Public Administration and Safety,i_Industry_Total,Salaries and wages paid,597,DOLLARS(millions),8,597597597597597,4032
2016,O,Public Administration and Safety,i_Industry_Total,"Sales, government funding, grants and subsidies",1248,DOLLARS(millions),8,12481248124812481248,4032
2016,O,Public Administration and Safety,i_Industry_Total,Total income,1270,DOLLARS(millions),8,12701270127012701270,4032
2016,O,Public Administration and Safety,i_Industry_Total,Total expenditure,1191,DOLLARS(millions),8,11911191119111911191,4032
2016,O,Public Administration and Safety,i_Industry_Total,Operating profit before tax,C,DOLLARS(millions),8,CCCCC,4032
2016,O,Public Administration and Safety,i_Industry_Total,Total assets,1305,DOLLARS(millions),8,13051305130513051305,4032
2016,O,Public Administration and Safety,i_Industry_Total,Fixed tangible assets,158,DOLLARS(millions),8,158158158158158,4032
2016,P,Education and Training,a_0,Activity unit,2568,COUNT,8,25682568256825682568,4032
2016,P,Education and Training,a_0,Rolling mean employees,0,COUNT,8,00000,4032
2016,P,Education and Training,a_0,Salaries and wages paid,83,DOLLARS(millions),8,8383838383,4032
2016,P,Education and Training,a_0,"Sales, government funding, grants and subsidies",319,DOLLARS(millions),8,319319319319319,4032
2016,P,Education and Training,a_0,Total income,368,DOLLARS(millions),8,368368368368368,4032
2016,P,Education and Training,a_0,Total expenditure,308,DOLLARS(millions),8,308308308308308,4032
2016,P,Education and Training,a_0,Operating profit before tax,86,DOLLARS(millions),8,8686868686,4032
2016,P,Education and Training,a_0,Total assets,487,DOLLARS(millions),8,487487487487487,4032
2016,P,Education and Training,a_0,Fixed tangible assets,188,DOLLARS(millions),8,188188188188188,4032
2016,P,Education and Training,b_1-5,Activity unit,1347,COUNT,8,13471347134713471347,4032
2016,P,Education and Training,b_1-5,Rolling mean employees,3234,COUNT,8,32343234323432343234,4032
2016,P,Education and Training,b_1-5,Salaries and wages paid,111,DOLLARS(millions),8,111111111111111,4032
2016,P,Education and Training,b_1-5,"Sales, government funding, grants and subsidies",312,DOLLARS(millions),8,312312312312312,4032
2016,P,Education and Training,b_1-5,Total income,348,DOLLARS(millions),8,348348348348348,4032
2016,P,Education and Training,b_1-5,Total expenditure,307,DOLLARS(millions),8,307307307307307,4032
2016,P,Education and Training,b_1-5,Operating profit before tax,43,DOLLARS(millions),8,4343434343,4032
2016,P,Education and Training,b_1-5,Total assets,476,DOLLARS(millions),8,476476476476476,4032
2016,P,Education and Training,b_1-5,Fixed tangible assets,278,DOLLARS(millions),8,278278278278278,4032
2016,P,Education and Training,c_6-9,Activity unit,714,COUNT,8,714714714714714,4032
2016,P,Education and Training,c_6-9,Rolling mean employees,5088,COUNT,8,50885088508850885088,4032
2016,P,Education and Training,c_6-9,Salaries and wages paid,152,DOLLARS(millions),8,152152152152152,4032
2016,P,Education and Training,c_6-9,"Sales, government funding, grants and subsidies",271,DOLLARS(millions),8,271271271271271,4032
2016,P,Education and Training,c_6-9,Total income,305,DOLLARS(millions),8,305305305305305,4032
2016,P,Education and Training,c_6-9,Total expenditure,294,DOLLARS(millions),8,294294294294294,4032
2016,P,Education and Training,c_6-9,Operating profit before tax,12,DOLLARS(millions),8,1212121212,4032
2016,P,Education and Training,c_6-9,Total assets,229,DOLLARS(millions),8,229229229229229,4032
2016,P,Education and Training,c_6-9,Fixed tangible assets,78,DOLLARS(millions),8,7878787878,4032
2016,P,Education and Training,d_10-19,Activity unit,669,COUNT,8,669669669669669,4032
2016,P,Education and Training,d_10-19,Rolling mean employees,8952,COUNT,8,89528952895289528952,4032
2016,P,Education and Training,d_10-19,Salaries and wages paid,291,DOLLARS(millions),8,291291291291291,4032
2016,P,Education and Training,d_10-19,"Sales, government funding, grants and subsidies",470,DOLLARS(millions),8,470470470470470,4032
2016,P,Education and Training,d_10-19,Total income,523,DOLLARS(millions),8,523523523523523,4032
2016,P,Education and Training,d_10-19,Total expenditure,494,DOLLARS(millions),8,494494494494494,4032
2016,P,Education and Training,d_10-19,Operating profit before tax,32,DOLLARS(millions),8,3232323232,4032
2016,P,Education and Training,d_10-19,Total assets,411,DOLLARS(millions),8,411411411411411,4032
2016,P,Education and Training,d_10-19,Fixed tangible assets,166,DOLLARS(millions),8,166166166166166,4032
2016,P,Education and Training,e_20-49,Activity unit,300,COUNT,8,300300300300300,4032
2016,P,Education and Training,e_20-49,Rolling mean employees,8859,COUNT,8,88598859885988598859,4032
2016,P,Education and Training,e_20-49,Salaries and wages paid,320,DOLLARS(millions),8,320320320320320,4032
2016,P,Education and Training,e_20-49,"Sales, government funding, grants and subsidies",625,DOLLARS(millions),8,625625625625625,4032
2016,P,Education and Training,e_20-49,Total income,691,DOLLARS(millions),8,691691691691691,4032
2016,P,Education and Training,e_20-49,Total expenditure,635,DOLLARS(millions),8,635635635635635,4032
2016,P,Education and Training,e_20-49,Operating profit before tax,64,DOLLARS(millions),8,6464646464,4032
2016,P,Education and Training,e_20-49,Total assets,548,DOLLARS(millions),8,548548548548548,4032
2016,P,Education and Training,e_20-49,Fixed tangible assets,239,DOLLARS(millions),8,239239239239239,4032
2016,P,Education and Training,f_50-99,Activity unit,87,COUNT,8,8787878787,4032
2016,P,Education and Training,f_50-99,Rolling mean employees,5811,COUNT,8,58115811581158115811,4032
2016,P,Education and Training,f_50-99,Salaries and wages paid,256,DOLLARS(millions),8,256256256256256,4032
2016,P,Education and Training,f_50-99,"Sales, government funding, grants and subsidies",540,DOLLARS(millions),8,540540540540540,4032
2016,P,Education and Training,f_50-99,Total income,568,DOLLARS(millions),8,568568568568568,4032
2016,P,Education and Training,f_50-99,Total expenditure,517,DOLLARS(millions),8,517517517517517,4032
2016,P,Education and Training,f_50-99,Operating profit before tax,50,DOLLARS(millions),8,5050505050,4032
2016,P,Education and Training,f_50-99,Total assets,513,DOLLARS(millions),8,513513513513513,4032
2016,P,Education and Training,f_50-99,Fixed tangible assets,228,DOLLARS(millions),8,228228228228228,4032
2016,P,Education and Training,g_100-199,Activity unit,30,COUNT,8,3030303030,4032
2016,P,Education and Training,g_100-199,Rolling mean employees,4161,COUNT,8,41614161416141614161,4032
2016,P,Education and Training,g_100-199,Salaries and wages paid,196,DOLLARS(millions),8,196196196196196,4032
2016,P,Education and Training,g_100-199,"Sales, government funding, grants and subsidies",427,DOLLARS(millions),8,427427427427427,4032
2016,P,Education and Training,g_100-199,Total income,436,DOLLARS(millions),8,436436436436436,4032
2016,P,Education and Training,g_100-199,Total expenditure,396,DOLLARS(millions),8,396396396396396,4032
2016,P,Education and Training,g_100-199,Operating profit before tax,42,DOLLARS(millions),8,4242424242,4032
2016,P,Education and Training,g_100-199,Total assets,658,DOLLARS(millions),8,658658658658658,4032
2016,P,Education and Training,g_100-199,Fixed tangible assets,403,DOLLARS(millions),8,403403403403403,4032
2016,P,Education and Training,h_200+,Activity unit,24,COUNT,8,2424242424,4032
2016,P,Education and Training,h_200+,Rolling mean employees,11832,COUNT,8,1183211832118321183211832,4032
2016,P,Education and Training,h_200+,Salaries and wages paid,512,DOLLARS(millions),8,512512512512512,4032
2016,P,Education and Training,h_200+,"Sales, government funding, grants and subsidies",893,DOLLARS(millions),8,893893893893893,4032
2016,P,Education and Training,h_200+,Total income,973,DOLLARS(millions),8,973973973973973,4032
2016,P,Education and Training,h_200+,Total expenditure,847,DOLLARS(millions),8,847847847847847,4032
2016,P,Education and Training,h_200+,Operating profit before tax,65,DOLLARS(millions),8,6565656565,4032
2016,P,Education and Training,h_200+,Total assets,1875,DOLLARS(millions),8,18751875187518751875,4032
2016,P,Education and Training,h_200+,Fixed tangible assets,966,DOLLARS(millions),8,966966966966966,4032
2016,P,Education and Training,i_Industry_Total,Activity unit,5736,COUNT,8,57365736573657365736,4032
2016,P,Education and Training,i_Industry_Total,Rolling mean employees,47937,COUNT,8,4793747937479374793747937,4032
2016,P,Education and Training,i_Industry_Total,Salaries and wages paid,1923,DOLLARS(millions),8,19231923192319231923,4032
2016,P,Education and Training,i_Industry_Total,"Sales, government funding, grants and subsidies",3858,DOLLARS(millions),8,38583858385838583858,4032
2016,P,Education and Training,i_Industry_Total,Total income,4211,DOLLARS(millions),8,42114211421142114211,4032
2016,P,Education and Training,i_Industry_Total,Total expenditure,3799,DOLLARS(millions),8,37993799379937993799,4032
2016,P,Education and Training,i_Industry_Total,Operating profit before tax,394,DOLLARS(millions),8,394394394394394,4032
2016,P,Education and Training,i_Industry_Total,Total assets,5197,DOLLARS(millions),8,51975197519751975197,4032
2016,P,Education and Training,i_Industry_Total,Fixed tangible assets,2547,DOLLARS(millions),8,25472547254725472547,4032
2016,Q,Health Care and Social Assistance,a_0,Activity unit,10038,COUNT,8,1003810038100381003810038,4032
2016,Q,Health Care and Social Assistance,a_0,Rolling mean employees,0,COUNT,8,00000,4032
2016,Q,Health Care and Social Assistance,a_0,Salaries and wages paid,484,DOLLARS(millions),8,484484484484484,4032
2016,Q,Health Care and Social Assistance,a_0,"Sales, government funding, grants and subsidies",2168,DOLLARS(millions),8,21682168216821682168,4032
2016,Q,Health Care and Social Assistance,a_0,Total income,2235,DOLLARS(millions),8,22352235223522352235,4032
2016,Q,Health Care and Social Assistance,a_0,Total expenditure,1635,DOLLARS(millions),8,16351635163516351635,4032
2016,Q,Health Care and Social Assistance,a_0,Operating profit before tax,605,DOLLARS(millions),8,605605605605605,4032
2016,Q,Health Care and Social Assistance,a_0,Total assets,2043,DOLLARS(millions),8,20432043204320432043,4032
2016,Q,Health Care and Social Assistance,a_0,Fixed tangible assets,811,DOLLARS(millions),8,811811811811811,4032
2016,Q,Health Care and Social Assistance,b_1-5,Activity unit,5025,COUNT,8,50255025502550255025,4032
2016,Q,Health Care and Social Assistance,b_1-5,Rolling mean employees,12216,COUNT,8,1221612216122161221612216,4032
2016,Q,Health Care and Social Assistance,b_1-5,Salaries and wages paid,756,DOLLARS(millions),8,756756756756756,4032
2016,Q,Health Care and Social Assistance,b_1-5,"Sales, government funding, grants and subsidies",1995,DOLLARS(millions),8,19951995199519951995,4032
2016,Q,Health Care and Social Assistance,b_1-5,Total income,2067,DOLLARS(millions),8,20672067206720672067,4032
2016,Q,Health Care and Social Assistance,b_1-5,Total expenditure,1705,DOLLARS(millions),8,17051705170517051705,4032
2016,Q,Health Care and Social Assistance,b_1-5,Operating profit before tax,386,DOLLARS(millions),8,386386386386386,4032
2016,Q,Health Care and Social Assistance,b_1-5,Total assets,1420,DOLLARS(millions),8,14201420142014201420,4032
2016,Q,Health Care and Social Assistance,b_1-5,Fixed tangible assets,427,DOLLARS(millions),8,427427427427427,4032
2016,Q,Health Care and Social Assistance,c_6-9,Activity unit,1239,COUNT,8,12391239123912391239,4032
2016,Q,Health Care and Social Assistance,c_6-9,Rolling mean employees,9213,COUNT,8,92139213921392139213,4032
2016,Q,Health Care and Social Assistance,c_6-9,Salaries and wages paid,346,DOLLARS(millions),8,346346346346346,4032
2016,Q,Health Care and Social Assistance,c_6-9,"Sales, government funding, grants and subsidies",763,DOLLARS(millions),8,763763763763763,4032
2016,Q,Health Care and Social Assistance,c_6-9,Total income,870,DOLLARS(millions),8,870870870870870,4032
2016,Q,Health Care and Social Assistance,c_6-9,Total expenditure,695,DOLLARS(millions),8,695695695695695,4032
2016,Q,Health Care and Social Assistance,c_6-9,Operating profit before tax,122,DOLLARS(millions),8,122122122122122,4032
2016,Q,Health Care and Social Assistance,c_6-9,Total assets,1245,DOLLARS(millions),8,12451245124512451245,4032
2016,Q,Health Care and Social Assistance,c_6-9,Fixed tangible assets,227,DOLLARS(millions),8,227227227227227,4032
2016,Q,Health Care and Social Assistance,d_10-19,Activity unit,1014,COUNT,8,10141014101410141014,4032
2016,Q,Health Care and Social Assistance,d_10-19,Rolling mean employees,13383,COUNT,8,1338313383133831338313383,4032
2016,Q,Health Care and Social Assistance,d_10-19,Salaries and wages paid,572,DOLLARS(millions),8,572572572572572,4032
2016,Q,Health Care and Social Assistance,d_10-19,"Sales, government funding, grants and subsidies",1105,DOLLARS(millions),8,11051105110511051105,4032
2016,Q,Health Care and Social Assistance,d_10-19,Total income,1186,DOLLARS(millions),8,11861186118611861186,4032
2016,Q,Health Care and Social Assistance,d_10-19,Total expenditure,1096,DOLLARS(millions),8,10961096109610961096,4032
2016,Q,Health Care and Social Assistance,d_10-19,Operating profit before tax,83,DOLLARS(millions),8,8383838383,4032
2016,Q,Health Care and Social Assistance,d_10-19,Total assets,842,DOLLARS(millions),8,842842842842842,4032
2016,Q,Health Care and Social Assistance,d_10-19,Fixed tangible assets,347,DOLLARS(millions),8,347347347347347,4032
2016,Q,Health Care and Social Assistance,e_20-49,Activity unit,720,COUNT,8,720720720720720,4032
2016,Q,Health Care and Social Assistance,e_20-49,Rolling mean employees,20892,COUNT,8,2089220892208922089220892,4032
2016,Q,Health Care and Social Assistance,e_20-49,Salaries and wages paid,802,DOLLARS(millions),8,802802802802802,4032
2016,Q,Health Care and Social Assistance,e_20-49,"Sales, government funding, grants and subsidies",1782,DOLLARS(millions),8,17821782178217821782,4032
2016,Q,Health Care and Social Assistance,e_20-49,Total income,1933,DOLLARS(millions),8,19331933193319331933,4032
2016,Q,Health Care and Social Assistance,e_20-49,Total expenditure,1726,DOLLARS(millions),8,17261726172617261726,4032
2016,Q,Health Care and Social Assistance,e_20-49,Operating profit before tax,182,DOLLARS(millions),8,182182182182182,4032
2016,Q,Health Care and Social Assistance,e_20-49,Total assets,1425,DOLLARS(millions),8,14251425142514251425,4032
2016,Q,Health Care and Social Assistance,e_20-49,Fixed tangible assets,574,DOLLARS(millions),8,574574574574574,4032
2016,Q,Health Care and Social Assistance,f_50-99,Activity unit,270,COUNT,8,270270270270270,4032
2016,Q,Health Care and Social Assistance,f_50-99,Rolling mean employees,18537,COUNT,8,1853718537185371853718537,4032
2016,Q,Health Care and Social Assistance,f_50-99,Salaries and wages paid,694,DOLLARS(millions),8,694694694694694,4032
2016,Q,Health Care and Social Assistance,f_50-99,"Sales, government funding, grants and subsidies",1318,DOLLARS(millions),8,13181318131813181318,4032
2016,Q,Health Care and Social Assistance,f_50-99,Total income,1397,DOLLARS(millions),8,13971397139713971397,4032
2016,Q,Health Care and Social Assistance,f_50-99,Total expenditure,1368,DOLLARS(millions),8,13681368136813681368,4032
2016,Q,Health Care and Social Assistance,f_50-99,Operating profit before tax,21,DOLLARS(millions),8,2121212121,4032
2016,Q,Health Care and Social Assistance,f_50-99,Total assets,1756,DOLLARS(millions),8,17561756175617561756,4032
2016,Q,Health Care and Social Assistance,f_50-99,Fixed tangible assets,921,DOLLARS(millions),8,921921921921921,4032
2016,Q,Health Care and Social Assistance,g_100-199,Activity unit,129,COUNT,8,129129129129129,4032
2016,Q,Health Care and Social Assistance,g_100-199,Rolling mean employees,17511,COUNT,8,1751117511175111751117511,4032
2016,Q,Health Care and Social Assistance,g_100-199,Salaries and wages paid,711,DOLLARS(millions),8,711711711711711,4032
2016,Q,Health Care and Social Assistance,g_100-199,"Sales, government funding, grants and subsidies",1790,DOLLARS(millions),8,17901790179017901790,4032
2016,Q,Health Care and Social Assistance,g_100-199,Total income,1966,DOLLARS(millions),8,19661966196619661966,4032
2016,Q,Health Care and Social Assistance,g_100-199,Total expenditure,1657,DOLLARS(millions),8,16571657165716571657,4032
2016,Q,Health Care and Social Assistance,g_100-199,Operating profit before tax,202,DOLLARS(millions),8,202202202202202,4032
2016,Q,Health Care and Social Assistance,g_100-199,Total assets,4420,DOLLARS(millions),8,44204420442044204420,4032
2016,Q,Health Care and Social Assistance,g_100-199,Fixed tangible assets,1488,DOLLARS(millions),8,14881488148814881488,4032
2016,Q,Health Care and Social Assistance,h_200+,Activity unit,81,COUNT,8,8181818181,4032
2016,Q,Health Care and Social Assistance,h_200+,Rolling mean employees,60114,COUNT,8,6011460114601146011460114,4032
2016,Q,Health Care and Social Assistance,h_200+,Salaries and wages paid,2170,DOLLARS(millions),8,21702170217021702170,4032
2016,Q,Health Care and Social Assistance,h_200+,"Sales, government funding, grants and subsidies",3758,DOLLARS(millions),8,37583758375837583758,4032
2016,Q,Health Care and Social Assistance,h_200+,Total income,4020,DOLLARS(millions),8,40204020402040204020,4032
2016,Q,Health Care and Social Assistance,h_200+,Total expenditure,3690,DOLLARS(millions),8,36903690369036903690,4032
2016,Q,Health Care and Social Assistance,h_200+,Operating profit before tax,307,DOLLARS(millions),8,307307307307307,4032
2016,Q,Health Care and Social Assistance,h_200+,Total assets,5338,DOLLARS(millions),8,53385338533853385338,4032
2016,Q,Health Care and Social Assistance,h_200+,Fixed tangible assets,2015,DOLLARS(millions),8,20152015201520152015,4032
2016,Q,Health Care and Social Assistance,i_Industry_Total,Activity unit,18513,COUNT,8,1851318513185131851318513,4032
